id,nombre,categoria,precio,stock,sku/codigo_barras,imagen_url,activo
p164,Vestido gris,Ropa,34.99,55,TOP-BRD-GRA-164,https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp,true
p165,Vestido corto,Ropa,24.99,22,TOP-BRD-SHO-165,https://cdn.dummyjson.com/product-images/tops/short-frock/thumbnail.webp,true
p166,Vestido escocés,Ropa,39.99,73,TOP-BRD-TAR-166,https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp,true
p167,300 Touring,Sedanes,28999.99,54,VEH-CHR-TOU-167,https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp,true
p168,Charger SXT RWD,Sedanes,32999.99,57,VEH-DOD-CHA-168,https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/thumbnail.webp,true
p169,Dodge Hornet GT Plus,Automóviles hatchback,24999.99,82,VEH-DOD-DOD-169,https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp,true
p170,Durango SXT RWD,SUVs,36999.99,95,VEH-DOD-DUR-170,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp,true
p171,Pacifica Touring,Minivanes,31999.99,53,VEH-CHR-PAC-171,https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/thumbnail.webp,true
p172,Bolso de mujer azul,Accesorios de moda,49.99,76,WOM-FAS-BLU-172,https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/thumbnail.webp,true
p173,Bolso de cuero de mujer Heshe,Accesorios de moda,129.99,99,WOM-HES-HES-173,https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/thumbnail.webp,true
p174,Bolso de mujer Prada,Accesorios de moda,599.99,75,WOM-PRA-PRA-174,https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp,true
p175,Mochila blanca de cuero sintético,Accesorios de moda,39.99,39,WOM-URB-WHI-175,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp,true
p176,Bolso de mano negro para mujer,Accesorios de moda,59.99,11,WOM-ELE-WOM-176,https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp,true
p177,Vestido largo negro de mujer,Ropa,129.99,25,WOM-BRD-BLA-177,https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/thumbnail.webp,true
p178,Corsé de cuero con falda,Ropa,89.99,30,WOM-BRD-COR-178,https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/thumbnail.webp,true
p179,Corsé con falda negra,Ropa,79.99,33,WOM-BRD-COR-179,https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp,true
p180,Vestido estampado,Ropa,49.99,6,WOM-BRD-DRE-180,https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp,true
p181,Traje Marni rojo y negro,Ropa,179.99,62,WOM-BRD-MAR-181,https://cdn.dummyjson.com/product-images/womens-dresses/marni-red-&-black-suit/thumbnail.webp,true
p182,Aretes de cristal verdes,Accesorios de moda,29.99,54,WOM-BRD-GRE-182,https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/thumbnail.webp,true
p183,Aretes ovalados verdes,Accesorios de moda,24.99,73,WOM-BRD-GRE-183,https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp,true
p184,Aretes tropicales,Accesorios de moda,19.99,1,WOM-BRD-TRO-184,https://cdn.dummyjson.com/product-images/womens-jewellery/tropical-earring/thumbnail.webp,true
p185,Pantuflas negras y marrones,Calzado,19.99,3,WOM-COM-BLA-185,https://cdn.dummyjson.com/product-images/womens-shoes/black-&-brown-slipper/thumbnail.webp,true
p186,Zapatos de tacón Calvin Klein,Calzado,79.99,93,WOM-CAL-CAL-186,https://cdn.dummyjson.com/product-images/womens-shoes/calvin-klein-heel-shoes/thumbnail.webp,true
p187,Zapatos dorados para mujer,Calzado,49.99,88,WOM-FAS-GOL-187,https://cdn.dummyjson.com/product-images/womens-shoes/golden-shoes-woman/thumbnail.webp,true
p188,Zapatos Pampi,Calzado,29.99,49,WOM-PAM-PAM-188,https://cdn.dummyjson.com/product-images/womens-shoes/pampi-shoes/thumbnail.webp,true
p189,Zapatos rojos,Calzado,34.99,7,WOM-FAS-SHO-189,https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/thumbnail.webp,true
p190,IWC Ingenieur Automatic de acero,Relojes,4999.99,90,WOM-IWC-ING-190,https://cdn.dummyjson.com/product-images/womens-watches/iwc-ingenieur-automatic-steel/thumbnail.webp,true
p191,Rolex Cellini Moonphase,Relojes,15999.99,52,WOM-ROL-ROL-191,https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/thumbnail.webp,true
p192,Rolex Datejust para mujer,Relojes,10999.99,4,WOM-ROL-ROL-192,https://cdn.dummyjson.com/product-images/womens-watches/rolex-datejust-women/thumbnail.webp,true
p193,Reloj dorado para mujer,Relojes,799.99,0,WOM-FAS-WAT-193,https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp,true
p194,Reloj de pulsera para mujer,Relojes,129.99,12,WOM-FAS-WOM-194,https://cdn.dummyjson.com/product-images/womens-watches/women's-wrist-watch/thumbnail.webp,true
